,Company Name,Job Role,Salary,Job Decription,Required Exp,posted_date
567,CONNECTING 2 WORK,Marketing manager,NA,Job Description Job brief We are looking for a talented Marketing manager to assign and direct all work performed in the branch and to supervise all areas of operation. You wi...,0 - 3 yrs,2020-10-20
568,CONNECTING 2 WORK,Marketing Executive,NA,Job Description We are looking for a competitive and trustworthy Marketing/ Sales Executive to help us build up our business activities.Sales Executive responsibilities includ...,0 - 3 yrs,2020-10-20
569,CONNECTING 2 WORK,Junior Web Developer,NA,"Job Description We are looking for a junior web developer.In this role, you should be able to write functional code with a sharp eye for spotting defects. You should be a team...",3 - 4 yrs,2020-10-20
570,CONNECTING 2 WORK,Finance Assistant,NA,"Job Description Job brief We are looking for a Finance Assistant to support our day-to-day transactions, including expenses.Responsibilities Update financial spreadsheets with...",0 - 3 yrs,2020-10-20
571,CONNECTING 2 WORK,Senior IOS Developer,NA,Job Description Job brief We are looking for an iOS developer who possesses a passion for pushing mobile technologies to the limits and will work with our team of talented eng...,0 - 3 yrs,2020-10-20
572,CONNECTING 2 WORK,Blockchain Developer,NA,"Job Description BLOCKCHAIN DEVELOPERResponsibilitiesResearch, design, develop, and test blockchain technologiesBrainstorm and help evaluate applications for new tools and tech...",2 - 5 yrs,2020-10-20
573,CONNECTING 2 WORK,AWS EXPERT,NA,Job Description ResponsibilitiesUnderstand the current application infrastructure and suggest changes to it.Define and document best practices and strategies regarding applica...,2 - 5 yrs,2020-10-20
574,CONNECTING 2 WORK,Angular developer- Contract,NA,Job Description Overview:We are looking for 2-4 Years of experienced Angular DevelopersCandidate should have good logical and analytical skills along with good communication s...,2 - 4 yrs,2020-10-20
575,CONNECTING 2 WORK,Python Developer  Contract,NA,Job Description Overview3-5 Years experienced Python Developer.Candidate should have good logical and analytical skills along with good communication skills and problem-solvin...,3 - 5 yrs,2020-10-20
576,CONNECTING 2 WORK,Machine Learning Expert,NA,"Job Description APPLY Here!!ResponsibilitiesUnderstanding business objectives and developing models that help to achieve them, along with metrics to track their progressManagi...",2 - 5 yrs,2020-10-20
577,CONNECTING 2 WORK,Mean Stack Developer,NA,Job Description Responsibilities:Developing front end website architecture.Designing user interactions on web pages.Developing back end website applications.Creating servers a...,2 - 5 yrs,2020-10-20
578,CONNECTING 2 WORK,Workflow Engineer,NA,Job Description Build world-class technology solutions delivering enterprise-scale technology in real time at huge scale Be part of our continual drive to innovate and uplift ...,4 - 7 yrs,2020-10-20
579,CONNECTING 2 WORK,Sales Lead,NA,Job Description Job briefWe are looking for a competitive and trustworthy Sales Lead to help us build up our business activities. Who had active sales experience in product sa...,5 - 6 yrs,2020-10-20
580,CONNECTING 2 WORK,Mean Stack Developer(Node.js),NA,Job Description Responsibilities:Developing front end website architecture.Designing user interactions on web pages.Developing back end website applications.Creating servers a...,2 - 5 yrs,2020-10-20
581,CONNECTING 2 WORK,UI/UX Designer & Web Designer,NA,Job Description Job brief :We are looking for a UI/UX Designer & Web Designer to turn our software into easy-to-use products for our clients. UI/UX Designer responsibiliti...,4 - 6 yrs,2020-10-20
582,CONNECTING 2 WORK,System Administrator,NA,Job Description Responsibilities: > Performance Tuning/Monitoring and troubleshooting> Kernel compilation/tweaking> Security concepts/tools/services> Familarity with hosting c...,3 - 5 yrs,2020-10-20
583,CONNECTING 2 WORK,React Ui Developer,NA,Job Description Responsibilities Developing new user-facing features using React.jsBuilding reusable components and front-end libraries for future useTranslating designs and w...,0 - 3 yrs,2020-10-20
584,CONNECTING 2 WORK,Mean Stack Developer(Node JS),NA,Job Description Responsibilities:Developing front end website architecture.Designing user interactions on web pages.Developing back end website applications.Creating servers a...,2 - 5 yrs,2020-10-20
585,CONNECTING 2 WORK,Interior Designer,NA,"Job Description Job summaryWe are looking for artistic, detail-oriented candidates with good interpersonal skills for the position of Interior Designer. The Interior Designers...",0 - 3 yrs,2020-10-20
586,CONNECTING 2 WORK,Laravel Developer,NA,Job Description Job SummaryWe are looking for a Laravel Developer responsible for managing the interchange of data between the server and the users. Your primary focus will be...,0 - 3 yrs,2020-10-20
587,CONNECTING 2 WORK,Technical Lead  Clusters UI,NA,Job Description MissionLead the architecture and development of the Databricks frontend for Apache Spark configuration and management. Bridge the gap between UX design and tec...,6 - 9 yrs,2020-10-20
588,CONNECTING 2 WORK,Quality Assurance Specialist,NA,Job Description Job BriefWe are looking for a detail-oriented Quality Assurance Specialist to be in charge of all quality assurance activities. The Quality Assurance Specialis...,2 - 5 yrs,2020-10-20
589,CONNECTING 2 WORK,web developer,NA,"Job Description We are looking for a web developer with 1 to 2 year experienceSkill required : HTML and CSS, LESS or SASS, JQuery, and JavaScript. Familiar with CSS frameworks...",1 - 2 yrs,2020-10-20
590,CONNECTING 2 WORK,Software Developer  C#,NA,"Job Description Roles & Responsibilities:Design, development and testing of new features in the applicationsResponsible for regular communication with others involved in t...",3 - 6 yrs,2020-10-20
591,CONNECTING 2 WORK,Sr.Operation Executive/ IT Recruiter,NA,"Job Description Job briefWe are looking for a Recruiter with full-cycle recruiting experience, from talent sourcing and attracting candidates to interviewing and hiring great ...",0 - 3 yrs,2020-10-20
592,CONNECTING 2 WORK,SAP ABAP Developer,NA,"Job Description Description:We are looking for people with sound ABAP knowledge, interested in learning new SAP technologies and excellent analytical skills to join our new te...",4 - 6 yrs,2020-10-20
593,CONNECTING 2 WORK,SAP Front-end/Fiori Developer,NA,"Job Description Description:We are looking for people with creative and sound SAPUI5/Fiori knowledge, interested in learning new SAP/Front End technologies and excellent analy...",3 - 6 yrs,2020-10-20
594,CONNECTING 2 WORK,React Native Developer,NA,Job Description Job SummaryWe are looking for a React Native developer interested in building performant mobile apps on both the iOS and Android platforms.Leverage native APIs...,0 - 3 yrs,2020-10-20
595,CONNECTING 2 WORK,Sharepoint Consultant,NA,Job Description Job Description:Design and develop enterprise applications using SharePoint front end and server side technologiesEnsure development of new systems as well as ...,4 - 7 yrs,2020-10-20
596,CONNECTING 2 WORK,Sr. IOS developer,NA,"Job Description Job Summary :We are looking for iOS App Developers , Designing and building advanced applications for the iOS platform.Responsibilities and Duties :Design and ...",2 - 5 yrs,2020-10-20
597,CONNECTING 2 WORK,Staff Nurse,NA,Job Description Job briefWe are looking for a Registered Nurse to care for our patients and facilitate their speedy recovery. You will also be responsible for educating them a...,1 - 4 yrs,2020-10-20
598,CONNECTING 2 WORK,Mobile Developer,NA,Job Description Job brief :We are looking for a qualified Mobile developer to join our Engineering team. You will be working with our engineers to develop and maintain high qu...,1 - 2 yrs,2020-10-20
599,CONNECTING 2 WORK,Full Stack Developer,NA,Job Description Job DescriptionTranzmeo is looking for Full Stack Developers to join our multifunctional product development team. Youll work in end-to-end product development...,6 - 9 yrs,2020-10-20
600,CONNECTING 2 WORK,Network Script Engineer,NA,"Job Description Job Description Job SummaryDescriptionThe Network Engineer will participate with the installation, monitoring, maintenance, support, and optimization of all ne...",0 - 3 yrs,2020-10-20
601,CONNECTING 2 WORK,Senior Software Programmer,NA,Job Description Job Summary :. We are looking for a seasoned software professional who enjoys exercising a broad set of skills. This individual will be responsible for working...,3 - 5 yrs,2020-10-20
602,CONNECTING 2 WORK,WordPress Developer,NA,Job Description Job DescriptionWe are looking to hire a skilled WordPress Developer to design and implement attractive and functional websites for our clients. You will be res...,2 - 5 yrs,2020-10-20
603,CONNECTING 2 WORK,Junior PHP Developer,NA,"Job Description Description:Job Description:Take up and be part of a challenging Start-Up environment, ready to play multiple roles of a developer, mentor, trainer and a produ...",1 - 4 yrs,2020-10-20
604,CONNECTING 2 WORK,Junior Web Developer,NA,"Job DescriptionJob briefWeb Developer Job DutiesnWeb developer responsibilities include building our website from concept all the way to completion from the bottom up, fashion...",0 - 3 yrs,2020-10-20
605,CONNECTING 2 WORK,Software Lead Engineer,NA,"Job Description The Software Development Team Lead will be part of an agile development team, building and working on enterprise grade Industrial IoT software systems, predomi...",5 - 10 yrs,2020-10-20
606,CONNECTING 2 WORK,UPS Service Engineer,NA,"Job Description Job Description Field Service Engineer (UPS )We are currently looking for a UPS Service EngineerLocation: Trivandrum,KeralaResponsibilities:To perform field se...",2 - 3 yrs,2020-10-20
607,CONNECTING 2 WORK,Marketing Executive,NA,"Job Description Job Summary :Looking for an active candidate who will have to handle Market research, Marketing, Tele sales, Project Management, Data mining, internet research...",1 - 2 yrs,2020-10-20
608,CONNECTING 2 WORK,Front office coordinator- female,NA,Job Description Job DescriptionHelp desk Executives are responsible for handling customer calls friendly & promptlyAttending Service Calls.Maintaining & updating Servi...,0 - 3 yrs,2020-10-20
609,CONNECTING 2 WORK,Hardware Support Engineer,NA,Job Description Taking ownership of customer issues reported and seeing problems through to resolutionFollowing COMPANYS standard procedures for proper escalation of unresolve...,0 - 3 yrs,2020-10-20
610,CONNECTING 2 WORK,Certified Ethical Hacker,NA,Job Description Certified Ethical Hacker Job Brief We are looking for a talented and trustworthy Certified Ethical Hacker to conduct in-depth penetration tests on our customer...,0 - 3 yrs,2020-10-20
611,CONNECTING 2 WORK,Sr Laravel Developer,NA,Job Description JOB DESCRIPTION1. Laravel DeveloperWe want an immediate joiner for the post.3-5 Years experienced PHP Developer with strong knowledge in Laravel. Candidate sho...,3 - 5 yrs,2020-10-20
612,CONNECTING 2 WORK,Sr Angular Node JS Developer,NA,Job Description JOB DESCRIPTIONSr Angular Node JS DeveloperStrong proficiency with JavaScript and ES6 standards.Knowledge of Node.js and frameworks available for it such as ex...,0 - 3 yrs,2020-10-20
613,CONNECTING 2 WORK,Xamarin Developer,NA,"Job Description Job Description Roles & Responsibilities: Deliver fully functional, cross platform and well tested mobile application developed according to quality standa...",2 - 5 yrs,2020-10-20
614,CONNECTING 2 WORK,Business Development Manager,NA,Job Description Job Brief:We are looking for a smart Business Development Executive who has prior experience in Educational field sales.ResponsibilitiesBuilding market positio...,0 - 3 yrs,2020-10-20
615,CONNECTING 2 WORK,Restaurant manager,NA,Job Description Job brief We are looking for a Restaurant Manager to lead all aspects of our business. You will deliver a high-quality menu and motivate our staff to provide e...,0 - 3 yrs,2020-10-20
616,CONNECTING 2 WORK,Full Stack Dot net Developer,NA,"Job Description Job DescriptionRoles & Responsibilities:Deliver fully functional, well tested web application/middle ware/APIs developed according to quality standards.Ana...",6 - 9 yrs,2020-10-20
617,CONNECTING 2 WORK,Sr Angular Node JS Developer,NA,Job Description JOB DESCRIPTIONSr Angular Node JS Developer ( Immediate joiner )Strong proficiency with JavaScript and ES6 standards.Knowledge of Node.js and frameworks availa...,0 - 3 yrs,2020-10-20
618,CONNECTING 2 WORK,SEO Executive,NA,Job Description Job briefWe are looking for an SEO/SEM expert to manage all search engine optimization and marketing activities.You will be responsible for managing all SEO ac...,1 - 3 yrs,2020-10-20
619,CONNECTING 2 WORK,Digital Marketing,NA,Job Description Job descriptionUnderstand clients digital marketing requirementsDevise plans to reach clients marketing and sales goalsDevelop tasks for the teamHandle multipl...,0 - 3 yrs,2020-10-20
620,CONNECTING 2 WORK,Female Gym Trainer,NA,"Job Description Job brief On a daily basis, youll carry out various tasks, starting from assessing your clients physical condition and creating unique workout routines for the...",0 - 3 yrs,2020-10-20
621,CONNECTING 2 WORK,Xamarin Native Mobile application developer,NA,Job Description Job Description:Play a key role in the design and development of cross platform mobile solutions.You will be instrumental in helping us make a successful trans...,3 - 6 yrs,2020-10-20
622,CONNECTING 2 WORK,Procurement and Logistics Coordinator,NA,Job Description We are looking for an overall procurement and logistics coordinator with 1-2 years experience.Responsibilities:Responsible for keeping a record of vendors and ...,1 - 2 yrs,2020-10-20
623,CONNECTING 2 WORK,Quality In-Charge,NA,Job Description We are looking for a hands-on Quality In-Charge with manufacturing floor experience with plastic injection and blow moulding. Minimum experience of at least 1 ...,1 - 2 yrs,2020-10-20
624,CONNECTING 2 WORK,Software Engineer,NA,"Job Description Job briefWe are looking for a passionate Software Engineer to design, develop and install software solutions.Software Engineer responsibilities include gatheri...",0 - 1 yrs,2020-10-20
625,CONNECTING 2 WORK,Senior Sales Executive,NA,Job Description Job brief We are looking for a talented and competitive Inside Sales Representative that thrives in a quick sales cycle environment.What does an Inside Sales R...,1 - 2 yrs,2020-10-20
626,CONNECTING 2 WORK,Assistant Sales Manager,NA,Job Description Job brief:We are looking for a competitive and trustworthy Assistant Sales Manager to help us build up our business activities. Assistant Sales Manager respons...,5 - 8 yrs,2020-10-20
627,CONNECTING 2 WORK,Sales Executive (Karaikudi),NA,Job Description Job brief:We are looking for a competitive and trustworthy Sales Executive to help us build up our business activities. Sales Executive responsibilities includ...,0 - 3 yrs,2020-10-20
628,CONNECTING 2 WORK,Assistant Sales Manager,NA,Job Description Job brief:We are looking for a competitive and trustworthy Assistant Sales Manager to help us build up our business activities. Assistant Sales Manager respons...,3 - 6 yrs,2020-10-20
629,CONNECTING 2 WORK,Sales Officer,NA,"Job Description Job briefWere looking for a results-driven sales officer to actively seek out and engage customer prospects.ResponsibilitiesPresent, promote and sell products/...",3 - 6 yrs,2020-10-20
630,CONNECTING 2 WORK,Customer Service Coordinator (Logistics),NA,Job Description Job PurposeThe Jobholder is responsible for the full process of all network orders captured for Customers and agents.Generating Booking and QuotationNegotiatin...,0 - 3 yrs,2020-10-20
631,CONNECTING 2 WORK,Technical Lead,NA,"Job Description Technical LeadWe are Looking for a Technical Lead, Who is responsible for leading a development team, and responsible for the quality of its technical delivera...",4 - 6 yrs,2020-10-20
632,CONNECTING 2 WORK,Business Analyst,NA,Job Description Description:Primary skill sets :. Knowledge of banking and financial domain.Liaise with executive and business stakeholders to identify requirements.Prepare th...,0 - 3 yrs,2020-10-20
633,CONNECTING 2 WORK,Dotnet Developer  Full Stack,NA,"Job Description Description:Skills / Competencies:  C#.Net , asp.net webform,MVC ,Jquery,Java script,MS SQL DML,Web Service/Web API.Secondary Skills :. HTML5 , Azure, node.js,...",0 - 3 yrs,2020-10-20
634,CONNECTING 2 WORK,Technical Writer,NA,Job Description Description:Primary skill sets:.  Media Relations & Production Trade Shows & Event Digital Marketing Branding  Brand Development Communications  Intern...,2 - 5 yrs,2020-10-20
635,CONNECTING 2 WORK,Sr.software engineer java,NA,"Job Description We are looking for a Sr software Engineer javaCore Responsibilities: Design and Develop application code for Java/J2EE applications, including web services and...",8 - 11 yrs,2020-10-20
636,CONNECTING 2 WORK,Software Support Engineer,NA,"Job Description We are looking for a Software support EngineerSoftware Support Engineers *who can work in night shifts , like a customer support in call centers.(only male res...",1 - 4 yrs,2020-10-20
637,CONNECTING 2 WORK,.NET WPF Developer,NA,"WPF/XAML DesignC#, 3  tier, MVVM architecturesResource Dictionary for DesignMS SQL Server  Views, Procedures, TriggersWindows FormsKnowledge in Visual C   and WinformsGood und...",0 - 3 yrs,2020-10-20
638,CONNECTING 2 WORK,.Net developer,NA,Job Description Job Description We are seeking a .NET developer responsible for building .NET applications. Your primary responsibility will be to design and develop these lay...,0 - 3 yrs,2020-10-20
639,CONNECTING 2 WORK,Business Executive,NA,Job Description Job Responsibilities:Builds business by identifying and selling prospects; maintaining relationships with clients.Identifies business opportunities by identify...,0 - 3 yrs,2020-10-20
640,CONNECTING 2 WORK,Digital Marketing Executive,NA,"Job Description Description:Skills Needed for Digital Marketing1) Social Media Marketing- Story Telling, Setting Campaigns, Search target clients2) Email Marketing  Email Camp...",0 - 3 yrs,2020-10-20
641,CONNECTING 2 WORK,Manual Tester,NA,"Job Description As a Software Tester, you will have a major role to play in the quality assurance stage of software development. You will carry out manual tests to ensure the ...",0 - 3 yrs,2020-10-20
642,CONNECTING 2 WORK,Sales Executive,NA,"Job Description Description:Skills Needed for Sales Executive1) Good English reading, writing and listening skills2) Identify business opportunity and drive sales and profits3...",0 - 3 yrs,2020-10-20
643,CONNECTING 2 WORK,Inside Sales Executive,NA,Job Description Job briefWe are looking for a talented and competitive Inside Sales Representative that thrives in a quick sales cycle environment.Job Description: Greeting Cu...,0 - 3 yrs,2020-10-20
644,CONNECTING 2 WORK,Sr Front End Web Developer / HTML Developer,NA,"Job Description Job BriefWe are looking for a Candidate have a strong understanding of UI, cross-browser compatibility, general web functions and standards.Deep expertise and ...",2 - 5 yrs,2020-10-20
645,CONNECTING 2 WORK,Dot Net Engineer,NA,"Job Description The ideal candidate will have at least 1 year of experience working with .NET . They should have experience in designing, coding, testing and consistently mana...",1 - 4 yrs,2020-10-20
646,CONNECTING 2 WORK,Accounts and Administration In-Charge,NA,Job Description We are looking for a hands-on Accounts and Administration In-Charge with minimum experience of at least 1  2 years in handling accounting for an organization.F...,1 - 2 yrs,2020-10-20
647,CONNECTING 2 WORK,Planning Engineer,NA,Job Description Planning Engineer Job Description We are searching for a well-organized self-starter with great attention to detail to join our team as the new Planning Engine...,1 - 2 yrs,2020-10-20
648,CONNECTING 2 WORK,Technical Architect / Technical Detailer,NA,Job Description Job descriptionMust have good Knowledge in Cad and Revit.Ability to produce construction detailing for international projects.Fluency in English Communication....,2 - 5 yrs,2020-10-20
649,CONNECTING 2 WORK,Sales Excecutive-Female,NA,Job Description Job brief Were looking for a results-driven sales Excecutive (Female) to actively seek out and engage customer prospects.You will provide complete and appropri...,0 - 3 yrs,2020-10-20
650,CONNECTING 2 WORK,Senior Android Developer,NA,Job Description Job DescriptionJob BriefWe are looking for an Android developer responsible for the development and maintenance of applications aimed at a vast number of diver...,4 - 7 yrs,2020-10-20
651,CONNECTING 2 WORK,Service advisor,NA,"Job Description We are looking for a competent, friendly service advisor to join our automotive shop. In this role, you will act as the point of contact for our automotive cus...",0 - 3 yrs,2020-10-20
652,CONNECTING 2 WORK,Senior Android Developer,NA,Job Description Job BriefLooking for an Android developer responsible for the development and maintenance of applications. Your primary focus will be the development of Androi...,3 - 6 yrs,2020-10-20
653,CONNECTING 2 WORK,.Net developer,NA,"Job Description We are looking for a .Net Developer with 1 to 2 years of ExperienceTechnologies: Asp.Net MVC, SQL Server, Entity Framework, Jquery, Bootstrap, Typescript, TFS/...",1 - 4 yrs,2020-10-20
654,CONNECTING 2 WORK,Customer Relationship Executive- Female,NA,Job Description Job DescriptionWe are looking for a Customer Relationship Executive to be responsible for engaging with key customers by building and preserving trusting relat...,0 - 3 yrs,2020-10-20
655,CONNECTING 2 WORK,PHP Developer,NA,Job Description Job Description We are looking for a PHP Developer responsible for managing back-end services and the interchange of data between the server and the users. You...,0 - 3 yrs,2020-10-20
656,CONNECTING 2 WORK,Web Developer- Html/CSS,NA,"Job Description Job Description Job brief We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of our website.Web dev...",0 - 3 yrs,2020-10-20
657,CONNECTING 2 WORK,Junior Android/IOS Developer,NA,Job Description Job BriefWe are looking for an Android/IOS developer responsible for the development and maintenance of applications aimed at a vast number of diverse Android ...,1 - 4 yrs,2020-10-20
658,CONNECTING 2 WORK,Frontend Stack Developer/ React Native Developer,NA,Job Description Job Description We are looking for a React Native developer/ Frontend Stack Developer. You will be responsible for architecting and building these applications...,3 - 6 yrs,2020-10-20
659,CONNECTING 2 WORK,HR Executive,NA,"Job Description Job SummaryWe are looking for an HR Executive to manage our companys recruiting, learning and development and employee performance programs.Responsibilities an...",0 - 3 yrs,2020-10-20
660,CONNECTING 2 WORK,Marketing/ Sales Executive  Male,NA,Job Description Job brief We are looking for a competitive and trustworthy Marketing/ Sales Executive to help us build up our business activities.Sales Executive responsibilit...,0 - 3 yrs,2020-10-20
661,CONNECTING 2 WORK,Sales Engineer,NA,"Job Description Job BriefWe are looking for a seasoned, hardworking, smart and over achieving Sales Engineer with proven experience and a passion for selling technology soluti...",1 - 4 yrs,2020-10-20
662,CONNECTING 2 WORK,SENIOR PHP DEVELOPER,NA,"Job Description Experienced Web App Developer Job VacancyOur company is a fast growing start-up company in UK, providing innovative digital food safety and quality solutions f...",4 - 7 yrs,2020-10-20
663,CONNECTING 2 WORK,Java Server Developer,NA,Job Description Description:We are looking for a Java Server Developer with prior experience in the development of cloud-based web and mobile applications. You will primarily ...,0 - 3 yrs,2020-10-20
664,CONNECTING 2 WORK,Site Supervisor,NA,Job Description Site supervisorThe role of a site supervisor generally involves the management and supervision of a construction site in accordance with health and safety guid...,0 - 3 yrs,2020-10-20
665,CONNECTING 2 WORK,Sales Officer,NA,"Job Description Job briefWere looking for a results-driven sales officer to actively seek out and engage customer prospects.ResponsibilitiesPresent, promote and sell products/...",3 - 6 yrs,2020-10-20
666,CONNECTING 2 WORK,PHP DEVELOPER,NA,"Job Description Job Summary:We are looking for a PHP Developer responsible for developing web -based applications and good knowledge in frameworks (CodeIgniter,Laravel) Respon...",1 - 4 yrs,2020-10-20
667,CONNECTING 2 WORK,OFFICE ASSISTANT,NA,"Job Description Job Summary We are seeking a highly organized and responsible office assistant to join our growing organization. In this position, you will perform clerical ta...",0 - 3 yrs,2020-10-20
668,CONNECTING 2 WORK,JAVASCRIPT DEVELOPER,NA,Job Description Job Description Job SummaryBuild a responsive interactive Web Application with 3D rendering techniques. Build highly performant playful widgets by leveraging G...,0 - 3 yrs,2020-10-20
669,CONNECTING 2 WORK,Web Designer,NA,Job Description Job brief We are looking for a talented Web Designer to create amazing user experiences. The ideal candidate should have an eye for clean and artful web design...,0 - 3 yrs,2020-10-20
670,CONNECTING 2 WORK,Sr php Programmer,NA,"Job Description Job brief We are looking for a Sr PHP Programmer who is dedicated to the craft, writes code that they are proud of and can hit the ground running.A PHP Develop...",2 - 5 yrs,2020-10-20
671,CONNECTING 2 WORK,Java Developer,NA,"Job Description Java Developer ( 2yrs Experience )Coding standards, Object-Oriented ConceptsClasses and Objects, Abstract Classes and Interfaces, Inheritance, Overloading &amp...",0 - 3 yrs,2020-10-20
672,CONNECTING 2 WORK,Ios developer,NA,"Job Description Design and build iPhone / iPad applicationsCollaborate with cross-functional teams to analyze, design, and ship new featuresExperience writing rich GUIs for th...",0 - 3 yrs,2020-10-20
673,CONNECTING 2 WORK,Nodejs Developer,NA,"Job Description Design, implement and support the technical solution. Participate actively in all phases of the application development lifecycle. Analyze and improve the soft...",3 - 6 yrs,2020-10-20
674,CONNECTING 2 WORK,Asp.Net Developer,NA,Job Description Minimum 3 years of .Net experience (ASP.Net) and ideally should have handled end-to-end development for at least 2-3 projects.Strong understanding of object or...,3 - 6 yrs,2020-10-20
675,CONNECTING 2 WORK,Motion Graphic Designer,NA,Job Description We are hiring for a Motion Graphic Designer with more than 3  years of experience in relevant technologies.Job BriefWe are seeking a motivated and energetic ar...,3 - 6 yrs,2020-10-20
676,CONNECTING 2 WORK,Android Developer,NA,"Job Description We are urgently hiring Experienced Android Developer.Responsibilities:*Design and build advanced applications for the Android platform. Continuously discover, ...",0 - 3 yrs,2020-10-20
677,CONNECTING 2 WORK,Student Counsellor,NA,"Job Description Student counselors work closely with students, parents, and educators to improve student outcomes and help students succeed academically and socially both duri...",0 - 3 yrs,2020-10-20
678,CONNECTING 2 WORK,Telecaller cum Office Staff,NA,Job Description Responsibilities: Studying the details of each offering and remaining abreast of updates to these offerings.Obtaining and updating lists of individuals contact...,0 - 3 yrs,2020-10-20
679,CONNECTING 2 WORK,UI Developer,NA,Job Description We are looking for a UI Developer who is motivated to combine the art of design with the art of programming.Responsibilities:* Work with other developers to en...,0 - 3 yrs,2020-10-20
680,CONNECTING 2 WORK,.Net Developer,NA,"Job Description We are looking for a .Net developer to build software using languages and technologies of the .NET framework familiar with C#, Asp.net framework, SQL server, A...",0 - 3 yrs,2020-10-20
681,CONNECTING 2 WORK,Angular Develoepr,NA,"Job Description Proficiency with JavaScript and HTML5Professional, precise communication skillsDeep knowledge of AngularJS practices and commonly used modules based on extensi...",0 - 3 yrs,2020-10-20
682,CONNECTING 2 WORK,React.js Developer,NA,Job Description We are looking for an excellent JavaScript Developer who is highly proficient with React.js. The core focus of the selected candidate would be on developing hi...,2 - 5 yrs,2020-10-20
683,Apex HR Solutions,""" ICICI Prudential Life Insurance - FSC - Banca Channel""",Rs 1.80 - 3.20 Lacs p.a.,"Job DescriptionRole of Financial Services Consultant (FSC) is To Sell Life Insurance Policy as per Given Target through Bancassurance Channel, It Involves: Extensive Fieldwork...",1 - 6 yrs,2020-10-20
684,MS India,"Project (Civil) Engineer,Project Administrator,Project Architect",Rs 5.50 - 10.50 Lacs p.a.,"Responsibilities and Accountabilities: Fresher Candidate can be apply .Execution of all civil related works of the project, checking plans, drawings and quantities for accurac...",0 - 1 yrs,2020-10-20
685,TECHNOPARK TRIVANDRUM,PHP - Software Developer,NA,"Proficient knowledge in PHP, design and develop PHP/CodeIgnitor/Laravel based websites and web applications.Efficiency to work with web services using REST Apis which is compa...",3 - 7 yrs,2020-10-20
686,TECHNOPARK TRIVANDRUM,Node JS Developer/Lead,NA,"Brief description :Design, implement and support the technical solution. Participate actively in all phases of the application development lifecycle.Analyze and improve the so...",3 - 6 yrs,2020-10-20
687,TECHNOPARK TRIVANDRUM,Finance Manager,NA,Job Description:Manage the team and handle all Financial functionsStrong experience in International Audit is mandatoryPrefer strong experience in Corporate AccountingExperien...,6 - 10 yrs,2020-10-20
688,TECHNOPARK TRIVANDRUM,Node JS Developer,NA,"Brief description :Should be able to design, develop and debug custom web applications/services using Node.js.Design, build, and maintain efficient, reusable, and reliable cod...",2 - 5 yrs,2020-10-20
689,TECHNOPARK TRIVANDRUM,Php/Laravel Developer,NA,"Developing high performance, scalable, secure web applications using PHP Frameworks(Larave/Symfony)Creating database design and implementation using MongoDB, MYSQL.Troubleshoo...",2 - 3 yrs,2020-10-20
690,TECHNOPARK TRIVANDRUM,Dotnet Developer,NA,"Dotnet Developer (Immediate Joiners)We have an urgent requirement for Dot net Developer with knowledge in MVC, Entity Framework, and LinQ to work on a contract basis. Interest...",0 - 3 yrs,2020-10-20
691,TECHNOPARK TRIVANDRUM,Senior Software Engineer,NA,Function as a Lead Developer and ensure the team is following guidelines and quality practices.Communicate regularly with the managers about day to day progress and proactivel...,3 - 5 yrs,2020-10-20
692,TECHNOPARK TRIVANDRUM,IOS Developer,NA,Working closely with UI Designers and Product Managers to execute the projects as per the client requirements.Understanding of Apples design principles and interface guideline...,1 - 4 yrs,2020-10-20
693,QuEST Global Engineering Pvt Ltd,Infotainment System Test Engineer,NA,18873BRInfotainment System Test EngineerThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Develop and Maintain Functional /Sanity/Stability...,3 - 6 yrs,2020-10-20
694,QuEST Global Engineering Pvt Ltd,Project Leader- C,NA,18825BRProject Leader- C  Thiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Minimum 8  years of experience in Windows application developme...,8 - 11 yrs,2020-10-20
695,QuEST Global Engineering Pvt Ltd,Technical Architect -Windows,NA,18824BRTechnical Architect -WindowsThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Senior Engineer with minimum 10 years of experience in...,10 - 13 yrs,2020-10-20
696,QuEST Global Engineering Pvt Ltd,Technical Lead- Testing,NA,18826BRTechnical Lead- TestingThiruvananthapuram (Trivandrum)KeralaIndiaJob DescriptionRoles & Responsibilities:Minimum 8 years of experience in Manual and Automation test...,8 - 11 yrs,2020-10-20
697,QuEST Global Engineering Pvt Ltd,"Senior Software Engineer- Java, Angular",NA,"Roles & Responsibilities:Responsible for programing a component, feature and or feature set.Works independently and contributes to the immediate team and work with Archite...",4 - 7 yrs,2020-10-20
698,Perfomatix,Senior Software Engineer - Java,NA,"About Perfomatix:Perfomatix is a fast growing technology company with operations in the USA, Singapore, India and Australia. We are a group of technology enthusiasts , innovat...",3 - 5 yrs,2020-10-20
699,Perfomatix,Tech Lead - Java,NA,"Perfomatix is a fast growing technology company with operations in the USA, Singapore, India and Australia. We are a group of technology enthusiasts , innovators and disruptor...",5 - 8 yrs,2020-10-20
